City_id,CityName,STATE_ABR,State_NM
357,"Kenmore, WA",WA,Washington
358,"Ekwok, AK",AK,Alaska
359,"False Pass, AK",AK,Alaska
360,"Koliganek, AK",AK,Alaska
361,"Grayling, AK",AK,Alaska
362,"Koyuk, AK",AK,Alaska
363,"Kongiganak, AK",AK,Alaska
364,"Akiachak, AK",AK,Alaska
365,"Kalskag, AK",AK,Alaska
366,"Levelock, AK",AK,Alaska
367,"Klawock, AK",AK,Alaska
368,"Manokotak, AK",AK,Alaska
369,"New Stuyahok, AK",AK,Alaska
370,"Kona, HI",HI,Hawaii
371,"Kotlik, AK",AK,Alaska
372,"Kipnuk, AK",AK,Alaska
373,"Perryville, AK",AK,Alaska
374,"Akutan, AK",AK,Alaska
375,"St. Mary's, AK",AK,Alaska
376,"Ketchikan, AK",AK,Alaska
377,"Brevig Mission, AK",AK,Alaska
378,"Kasigluk, AK",AK,Alaska
379,"King Cove, AK",AK,Alaska
380,"Kivalina, AK",AK,Alaska
381,"Kwigillingok, AK",AK,Alaska
382,"Quinhagak, AK",AK,Alaska
383,"Kwethluk, AK",AK,Alaska
384,"Koyukuk, AK",AK,Alaska
385,"Lafayette, IN",IN,Indiana
386,"Lakeland, FL",FL,Florida
387,"Lansing, MI",MI,Michigan
388,"Laramie, WY",WY,Wyoming
389,"Lawton/Fort Sill, OK",OK,Oklahoma
390,"Los Angeles, CA",CA,California
391,"Lubbock, TX",TX,Texas
392,"Latrobe, PA",PA,Pennsylvania
393,"North Platte, NE",NE,Nebraska
394,"Liberal, KS",KS,Kansas
395,"Lake Charles, LA",LA,Louisiana
396,"Lebanon-Hanover, NH",NH,"New Hampshire"
397,"Leesburg, FL",FL,Florida
398,"Lexington, KY",KY,Kentucky
399,"Lafayette, LA",LA,Louisiana
400,"Long Beach, CA",CA,California
401,"LaGrange, GA",GA,Georgia
402,"Lihue, HI",HI,Hawaii
403,"Little Rock, AR",AR,Arkansas
404,"Lake Placid, NY",NY,"New York"
405,"Lake Minchumina, AK",AK,Alaska
406,"Klamath Falls, OR",OR,Oregon
407,"Lincoln, NE",NE,Nebraska
408,"Lancaster, PA",PA,Pennsylvania
409,"Lanai, HI",HI,Hawaii
410,"Lopez Island, WA",WA,Washington
411,"Little Port Walter, AK",AK,Alaska
412,"Laredo, TX",TX,Texas
413,"Las Cruces, NM",NM,"New Mexico"
414,"La Crosse, WI",WI,Wisconsin
415,"Cincinnati, OH",OH,Ohio
416,"Kalaupapa, HI",HI,Hawaii
417,"Cape Lisburne, AK",AK,Alaska
418,"Las Vegas, NM",NM,"New Mexico"
419,"Lewisburg, WV",WV,"West Virginia"
420,"Lawrence, MA",MA,Massachusetts
421,"Lewiston, ID",ID,Idaho
422,"Lynchburg, VA",VA,Virginia
